Year,SSP3-7.0 CO2 (ppm),SSP3-7.0 CH4 (ppb)
2472,1384.989990234375,1943.5
2473,1384.47998046875,1943.31005859375
2474,1383.969970703125,1943.119995117188
2475,1383.449951171875,1942.930053710938
2476,1382.93994140625,1942.739990234375
2477,1382.430053710938,1942.5400390625
2478,1381.930053710938,1942.35009765625
2479,1381.420043945312,1942.170043945312
2480,1380.910034179688,1941.980102539062
2481,1380.400024414062,1941.7900390625
2482,1379.890014648438,1941.60009765625
2483,1379.390014648438,1941.410034179688
2484,1378.880004882812,1941.230102539062
2485,1378.380004882812,1941.0400390625
2486,1377.869995117188,1940.860107421875
2487,1377.369995117188,1940.670043945312
2488,1376.869995117188,1940.489990234375
2489,1376.359985351562,1940.300048828125
2490,1375.859985351562,1940.119995117188
2491,1375.359985351562,1939.940063476562
2492,1374.859985351562,1939.760009765625
2493,1374.359985351562,1939.580078125
2494,1373.859985351562,1939.390014648438
2495,1373.359985351562,1939.210083007812
2496,1372.869995117188,1939.030029296875
2497,1372.369995117188,1938.860107421875
2498,1371.869995117188,1938.680053710938
2499,1371.380004882812,1938.500122070312
2500,1371.130004882812,1938.410034179688
