Year,SSP2-4.5 CO2 (ppm),SSP2-4.5 CH4 (ppb)
2479,582.6890258789062,997.5069580078125
2480,582.5139770507812,997.4969482421875
2481,582.3400268554688,997.4869384765625
2482,582.166015625,997.4769287109375
2483,581.9929809570312,997.4669189453125
2484,581.8189697265625,997.4569091796875
2485,581.64697265625,997.4468994140625
2486,581.4739990234375,997.4369506835938
2487,581.302001953125,997.4269409179688
2488,581.1300048828125,997.4179077148438
2489,580.958984375,997.407958984375
2490,580.7880249023438,997.39794921875
2491,580.6170043945312,997.387939453125
2492,580.447021484375,997.3779296875
2493,580.2769775390625,997.3689575195312
2494,580.1069946289062,997.3589477539062
2495,579.93798828125,997.3489379882812
2496,579.7689819335938,997.3399047851562
2497,579.5999755859375,997.3299560546875
2498,579.4320068359375,997.3199462890625
2499,579.2639770507812,997.3109130859375
2500,579.1799926757812,997.305908203125
