Year,Earth CO2 (tot) (Gg/yr),Earth CO2 (fuel) (Gg/yr),Earth CH4 (tot) (Gg/yr),Earth CH4 (fuel) (Gg/yr),Asia Pacific CO2 (tot) (Gg/yr),Asia Pacific CO2 (fuel) (Gg/yr),Asia Pacific CH4 (tot) (Gg/yr),Asia Pacific CH4 (fuel) (Gg/yr),North America CO2 (tot) (Gg/yr),North America CO2 (fuel) (Gg/yr),North America CH4 (tot) (Gg/yr),North America CH4 (fuel) (Gg/yr),Europe CO2 (tot) (Gg/yr),Europe CO2 (fuel) (Gg/yr),Europe CH4 (tot) (Gg/yr),Europe CH4 (fuel) (Gg/yr),Eurasia CO2 (tot) (Gg/yr),Eurasia CO2 (fuel) (Gg/yr),Eurasia CH4 (tot) (Gg/yr),Eurasia CH4 (fuel) (Gg/yr),Central & South America CO2 (tot) (Gg/yr),Central & South America CO2 (fuel) (Gg/yr),Central & South America CH4 (tot) (Gg/yr),Central & South America CH4 (fuel) (Gg/yr),Middle East CO2 (tot) (Gg/yr),Middle East CO2 (fuel) (Gg/yr),Middle East CH4 (tot) (Gg/yr),Middle East CH4 (fuel) (Gg/yr),Africa CO2 (tot) (Gg/yr),Africa CO2 (fuel) (Gg/yr),Africa CH4 (tot) (Gg/yr),Africa CH4 (fuel) (Gg/yr),United States CO2 (tot) (Gg/yr),United States CO2 (fuel) (Gg/yr),United States CH4 (tot) (Gg/yr),United States CH4 (fuel) (Gg/yr),China CO2 (tot) (Gg/yr),China CO2 (fuel) (Gg/yr),China CH4 (tot) (Gg/yr),China CH4 (fuel) (Gg/yr),European Union CO2 (tot) (Gg/yr),European Union CO2 (fuel) (Gg/yr),European Union CH4 (tot) (Gg/yr),European Union CH4 (fuel) (Gg/yr),Japan CO2 (tot) (Gg/yr),Japan CO2 (fuel) (Gg/yr),Japan CH4 (tot) (Gg/yr),Japan CH4 (fuel) (Gg/yr),Russia CO2 (tot) (Gg/yr),Russia CO2 (fuel) (Gg/yr),Russia CH4 (tot) (Gg/yr),Russia CH4 (fuel) (Gg/yr),India CO2 (tot) (Gg/yr),India CO2 (fuel) (Gg/yr),India CH4 (tot) (Gg/yr),India CH4 (fuel) (Gg/yr),SouthEast Asia CO2 (tot) (Gg/yr),SouthEast Asia CO2 (fuel) (Gg/yr),SouthEast Asia CH4 (tot) (Gg/yr),SouthEast Asia CH4 (fuel) (Gg/yr),Brazil CO2 (tot) (Gg/yr),Brazil CO2 (fuel) (Gg/yr),Brazil CH4 (tot) (Gg/yr),Brazil CH4 (fuel) (Gg/yr)
1826,1593922.8,67737.404,37523.099,7589.0216,317825.50868499995,0.0,17789.659869163595,2681.405790781679,668491.8992,1320.012,1685.4043,808.724269,145670.7083419897,50183.615564399995,2748.6194204228004,800.7448904021999,130105.30837900001,0.0,2455.7550436,810.974914181,55700.744983300014,0.0,1062.8311474107998,147.83478191158,233.66995,0.0,376.07070020000003,97.49358272900001,-3787.939492610999,0.049450861,2297.8697628799,222.73814821538602,648692.49,1316.3453,1283.0127,687.60585,224673.15,0.0,8694.7522,1565.5077,127676.91483599998,16233.7271,7642.35431863,1885.5868313750004,-2047.1142,0.0,306.93292,30.488255,114554.05,0.0,2172.59,798.72873,80986.704,0.0,6537.3095,551.29032,152005.981709,0.0,1464.5204126799997,133.51271836181002,46303.857,0.0,336.68452,19.259697
1827,1618834.7,72220.384,37814.814,7650.5974,322007.41821299994,0.0,17880.231953136103,2693.271604526269,677407.7808000001,1452.0132,1725.9830900000002,829.899029,149058.0005408729,52270.483965399995,2780.6982229545,808.8264017816001,131817.220204,0.0,2470.1628874000003,815.787062459,56433.6492339,0.0,1084.1747346585998,150.529060377304,236.74455,0.0,377.63339614999995,97.807366162,-3837.8005384889993,0.049955662,2305.3167091721,223.560061753231,657347.91,1448.3465,1317.6085,705.42192,227629.37,0.0,8755.351,1575.9257,131705.592276,18497.836300000003,7718.89185792,1896.744395181,-2074.0499,0.0,307.18572,30.481393,116061.34,0.0,2186.5337,803.53356,82052.319,0.0,6555.0147,552.5148,154006.060909,0.0,1471.7061974799997,134.16665706204,46913.118,0.0,344.48223,19.684012
1828,1639643.4,72925.39,38077.3,7709.4278,326189.33672,0.0,17970.7933650648,2705.1269152575696,686339.0234,1598.6812,1766.53475,850.994815,150664.33008105608,52629.9155177,2801.4774676812003,814.7462389476999,133529.132019,0.0,2484.5641115000003,820.5924699689999,57166.55338350001,0.0,1105.5094489973,153.214474293976,239.81916999999999,0.0,379.19543711,98.120487045,-3887.661624177001,0.050460463,2312.7626198541,224.38093366182795,666018.69,1595.0145,1352.1918,723.17365,230585.6,0.0,8815.9414,1586.3354,133396.710726,18696.743199999997,7777.556745329999,1907.4257374830001,-2100.9856,0.0,307.43846,30.474464,117568.63,0.0,2200.4708,808.33167,83117.933,0.0,6572.7182,553.73766,156006.13911000002,0.0,1478.8914145600002,134.82005269627,47522.379,0.0,352.27889,20.107279
1829,1659381.1,72664.734,38334.106,7768.3198,330371.256048,0.0,18061.344301848796,2716.971555586249,695327.8051,1800.3497,1807.20686,872.016818,152714.5573734394,53388.874822,2824.7299215736,821.0688515708,135241.043654,0.0,2498.9585158,825.3911365299999,57899.4578351,0.0,1126.8353065118004,155.89102386759703,242.89377000000002,0.0,380.75680516999995,98.432946668,-3937.5225977550003,0.050965263999999996,2320.2074982259996,225.20076670007896,674747.01,1796.683,1386.9102,740.86624,233541.83,0.0,8876.5234,1596.7366,133515.41696600002,17475.4591,7827.9759019699995,1917.8680800609998,-2127.9213,0.0,307.69114,30.467469,119075.92,0.0,2214.4011,813.12306,84183.548,0.0,6590.4202,554.95892,158006.21941,0.0,1486.07609482,135.4729063847,48131.64,0.0,360.07451,20.529499
1830,1697276.5,89188.862,38706.075,7845.9392,334553.1644549999,0.0,18151.884559479997,2728.80567308261,704412.5067,2093.6857,1848.1336299999998,892.9696980000001,168930.9348760225,67928.62403640199,2937.5742761637,844.0222066899998,136966.7054004675,13.17272998983,2513.4149313,830.186172448,58632.362994699986,0.0,1148.1522859370998,158.55870948106605,245.96837,0.0,382.31751894,98.744743632,-3987.383653544,0.051470064999999995,2327.6513166978,226.01956132587205,683571.25,2090.019,1421.8979,758.50435,236498.05,0.0,8937.097,1607.1295,137515.92469599997,19153.327930159998,7903.671287830001,1930.501469136,-2154.857,0.0,307.94375,30.460407,120594.1,10.462948,2228.3816,817.91069,85249.162,0.0,6608.1205,556.17856,160006.29671,0.0,1493.26024947,136.12521782723002,48740.902,0.0,367.86907,20.950671
1831,1712361.9,84590.821,38951.139,7912.4848,338735.0838720001,0.0,18201.982130548302,2732.117195203051,713374.438,2269.6873,1901.02239,920.651086,167987.23985500648,65824.76019544601,2950.920745633,850.9726127647,138681.366872761,15.807276369810001,2554.3723629,844.628603578,59365.26724629999,0.0,1169.4007850980995,161.57466927615397,249.04298,0.0,383.82899588,99.02257902999999,-4037.2399833509994,0.052066844,2339.6774496982002,226.96135118567494,692272.72,2266.0206,1466.5636,781.36978,239454.28,0.0,8939.7338,1607.0521,136000.31078499998,16480.513916191,7943.47615529,1939.2648760809993,-2181.7927,0.0,308.2513,30.456186,122103.57,12.555538,2268.861,832.34722,86314.777,0.0,6639.2622,558.50157,162006.37591,0.0,1506.4433573799997,137.28600793632998,49350.163,0.0,375.71107,21.371294
1832,1733037.1,85178.606,39225.152,7982.0412,342916.99331000005,0.0,18252.074201202096,2735.4231926675498,722946.401,3028.6942000000004,1955.91268,948.2750189999999,169029.8044081904,65648.12267726401,2976.6578758176997,860.145249687,140387.784172174,10.53818411004,2595.2644711,859.0452008250002,60098.171295899985,0.0,1190.6379326355998,164.57928588336006,252.11757999999998,0.0,385.33985497000003,99.299797053,-4087.096201949,0.052663624000000006,2351.7023524884,227.90189837255704,701584.22,3025.0275,1513.2554,804.20233,242410.5,0.0,8942.3701,1606.9743,137486.425165,16491.198344128,7997.922308629999,1948.920093144,-2208.7285,0.0,308.55878,30.451878,123606.51,8.3703585,2309.2821,846.75803,87380.392,0.0,6670.4009,560.8215,164006.45311,0.0,1519.62537247,138.44570883653,49959.424,0.0,383.55192,21.790763
1833,1754933.4,86879.059,39502.533,8051.4111,347098.91161699995,0.0,18302.160683455302,2738.7235463925194,732253.633,3534.6988,2009.74469,975.734198,170171.46834677446,65556.682141502,3002.8335255903,869.3076776506999,142102.4453314675,13.17272998983,2636.1739339,873.439741362,60831.07664649999,0.0,1211.8637439776003,167.57255911249393,255.19218,0.0,386.85009553,99.576400451,-4136.952628757001,0.053260402,2363.726001968401,228.84120161670614,710630.99,3531.0321,1558.9135,826.89469,245366.73,0.0,8945.0059,1606.896,140351.149245,17774.451330159995,8056.35943995,1958.6056951669998,-2235.6642,0.0,308.86616,30.447484,125115.98,10.462948,2349.7136,861.14672,88446.006,0.0,6701.5366,563.13834,166006.53241,0.0,1532.8063248500002,139.60432184783002,50568.686,0.0,391.39161,22.209077
1834,1777003.1,88584.324,39787.465,8120.5163,351280.821135,0.0,18352.241426585006,2742.0181465641604,740877.924,3388.0308,2061.05613,1002.9777909999999,171456.75485425838,65605.78871402399,3029.7739694086004,878.5291875124999,143816.65449726698,16.04931697924,2676.9762118,887.806563987,61563.98089709999,0.0,1233.0782157242,170.55448856275606,258.26679,0.0,388.35971526,99.85238537500001,-4186.808981565,0.053857181000000004,2375.748415228299,229.77926196704496,718994.82,3384.3641,1602.0756,849.39605,248322.95,0.0,8947.6412,1606.8171,143928.841855,19574.401454073002,8124.2299652500005,1968.2307094690004,-2262.5999,0.0,309.17346,30.443004,126625.12,12.747788,2390.0516,875.50789,89511.621,0.0,6732.6691,565.45209,168006.611711,0.0,1545.98617331,140.76184395023,51177.947,0.0,399.23015,22.626237
1835,1799238.7,90576.974,40061.764,8188.9427,355462.73945200007,0.0,18402.316413303106,2745.3072416715804,750634.056,4323.0392999999995,2116.1934,1030.2272,172456.7963235424,65335.39822358401,3054.5800380823,887.2577294247,145531.23671263602,18.725207431029997,2717.8238263999997,902.1525762609999,62296.8851667,0.0,1254.2813379742,173.52507967404497,261.34139,0.0,389.86872724999995,100.12775598399999,-4236.665316373,0.054453959999999996,2387.769557188,230.71608065432204,728490.49,4319.3726,1649.0881,871.92779,251279.18,0.0,8950.2759,1606.7378,146825.61619499998,20899.756071728996,8179.750767619999,1977.7049050890002,-2289.5356,0.0,309.48067,30.438437,128134.53,14.873217,2430.4235,889.84813,90577.235,0.0,6763.7985,567.76277,170006.690911,0.0,1559.1649290400003,141.91827695373,51787.208,0.0,407.06753,23.042242
1836,1834349.8,104924.23,40420.426,8271.3598,359644.65867,0.0,18452.385943708796,2748.5906852186513,759845.368,4737.3764,2169.2932,1057.277924,185246.01295922627,76531.15472172199,3153.7829305779997,909.7430652418,147245.691875733,21.26935966448,2758.6475170999997,916.4746433509999,63029.7893773,0.0,1275.4730948098004,176.48431330847203,264.41599,0.0,391.3771217,100.402509118,-4286.521510060999,0.055050738999999994,2399.7894871474005,231.6516555808981,737441.34,4733.7097,1694.0877,894.28541,254235.41,0.0,8952.9102,1606.658,151353.65766399997,23634.379719762997,8247.319024879998,1987.6555070589993,-2316.4713,0.0,309.7878,30.433785,129643.84,16.894008,2470.7715,904.16445,91642.85,0.0,6794.9249,570.07035,172006.76811,0.0,1572.3426110700002,143.07362004822002,52396.469,0.0,414.90375,23.457093
1837,1854519.7,104845.03,40682.225,8336.3748,363826.5672970001,0.0,18502.449861711804,2751.8684920223004,769225.5,5313.0482999999995,2222.85103,1084.216872,183752.21354911028,73862.90690174,3162.7502667771,915.3475321347,148960.09404571497,23.750728944529996,2799.4471828999995,930.7727653160001,63762.69457690001,0.0,1296.6535442399997,179.432216483817,267.49061,0.0,392.88489421,100.676646638,-4336.377840868999,0.055647518,2411.8081478867,232.58598787253194,746561.01,5309.3816,1739.5699,916.55584,257191.63,0.0,8955.544,1606.5777,155054.63518399998,25645.265810851004,8307.845998210001,1997.2405715979999,-2343.407,0.0,310.09484,30.429045,131153.11,18.864931,2511.0955,918.45685,92708.464,0.0,6826.0482,572.37485,174006.84941000002,0.0,1585.5191701600002,144.22787505392,53005.731,0.0,422.73883,23.87079
1838,1878255.9,108204.14,40968.321,8406.507,368008.48661400005,0.0,18552.507985491393,2755.140575973708,777715.5120000001,5038.0458,2273.16458,1110.915747,187195.86795129417,75931.98173146,3202.3047210817003,926.5500585972001,150674.487681742,26.23827448514,2840.2230237999997,945.046941788,64495.59877750001,0.0,1317.8226369636002,182.36876809029,270.56521,0.0,394.39205998,100.950166853,-4386.234223677001,0.056244297,2423.8256014159006,233.519076940245,754790.56,5034.3791,1781.8324,938.61076,260147.86,0.0,8958.1773,1606.4968,158274.697094,27207.814452638002,8365.370420430001,2006.628700686,-2370.3427,0.0,310.40179,30.42422,132662.37,20.84076,2551.3957,932.72533,93774.079,0.0,6857.1683,574.67627,176006.92561000003,0.0,1598.6946854400003,145.38103911062,53614.992,0.0,430.57275,24.283332
1839,1902066.8,111735.16,41247.695,8476.2978,372190.3950320002,0.0,18602.5605750494,2758.4071262598904,787003.5630000001,5525.716899999999,2326.13606,1137.579136,190419.29343727842,77890.85236349999,3241.2187693561004,937.5522836639998,152388.96664097102,28.80095176827,2880.9748377,959.297173255,65228.50306709999,0.0,1338.9803694917998,185.29398942879098,273.63981,0.0,395.89859710999997,101.223071574,-4436.090479274001,0.056841077999999996,2435.8417882347994,234.45092358733604,763818.15,5522.0502,1826.7774,960.65477,263104.08,0.0,8960.8101,1606.4155,160991.525088,28289.729757777,8414.199491719999,2015.9550585330003,-2397.2784,0.0,310.70866,30.419308,134171.7,22.876265,2591.6719,946.96989,94839.693,0.0,6888.2854,576.9746,178007.00391,0.0,1611.8690680099999,146.53311412842,54224.253,0.0,438.40551,24.69472
1840,1929957.2,119061.32,41545.925,8547.5138,376372.314359,0.0,18652.607632226784,2761.66803190555,796153.486,5881.386799999999,2378.49237,1164.09358,194951.97657546174,81078.2680543,3287.9326435569,949.9121552236002,154103.58530256,31.5077189848,2921.7027278,973.523459399,65961.40827869998,0.0,1360.126768515499,188.20784945031906,276.71442,0.0,397.40452341,101.49535982,-4485.946756081999,0.057437856,2447.8567164436004,235.38152541737597,772707.61,5877.7201,1871.1318,982.57441,266060.31,0.0,8963.4424,1606.3337,166616.56635800004,32070.103934945,8474.74408089,2025.5417936289998,-2424.2142,0.0,311.01544,30.41431,135681.14,25.026219,2631.9242,961.19053,95905.308,0.0,6919.3995,579.26985,180007.08511,0.0,1625.04237675,147.68409822732002,54833.514,0.0,446.23712,25.104953
1841,1954148.9,122757.76,41797.003,8603.8887,380554.22288700007,0.0,18710.837703545494,2765.4461677093595,805288.068,6222.3899,2449.21029,1199.497502,197154.62634154668,81974.58386255999,3303.9503398998004,951.8290512842001,155818.417814668,34.4275333221,2943.3450058,980.638941848,66694.31368830001,0.0,1384.7524014966004,191.786918506992,279.78902,0.0,398.92172253,101.764767219,-4535.797351514001,0.058144887000000006,2460.1342369988997,236.34232105059897,781581.73,6218.7232,1930.3301,1011.0052,269016.53,0.0,8966.0077,1606.1867,170888.09936400002,34526.295990777005,8506.550746199997,2027.6658292909995,-2451.1499,0.0,311.32296,30.406544,137190.75,27.345394,2653.0789,968.30212,96970.922,0.0,6951.9756,581.65485,182007.162311,0.0,1639.28549791,148.91121334315,55442.776,0.0,454.12419,25.514216
1842,1981639.6,129651.94,42055.423,8662.9367,384736.14229399996,0.0,18769.05892248099,2769.21553891172,814802.479,6926.396299999999,2520.87561,1234.5669119999998,202093.97670343166,85525.32075471002,3337.1821590713002,956.9180499267999,157533.52834545297,37.6293522808,2964.9711525000002,987.738263583,67427.21768890001,0.0,1409.3626585066002,195.35060790356704,282.86361999999997,0.0,400.43822541000003,102.033488651,-4585.648007834999,0.058851919,2472.4103037440004,237.30167145821102,790835.68,6922.7296,1990.5187,1039.1444,271972.76,0.0,8968.5725,1606.0392,175341.792233,37162.53703094699,8527.581286400002,2029.6690888829999,-2478.0856,0.0,311.63038,30.398683,138700.58,29.888562,2674.2175,975.39758,98036.537,0.0,6984.5481,584.0363,184007.24261100002,0.0,1653.5273208300002,150.13704093649,56052.037,0.0,462.00998,25.922206
1843,2004961.3,133008.25,42300.031,8721.1629,388918.0606119999,0.0,18827.27131954229,2772.97605630042,824466.522,7773.4039999999995,2592.68352,1269.2739219999999,207128.73911561666,89240.99275516,3371.5785784197005,962.2003279418998,159248.990555074,41.182132959200004,2986.5811702,994.821414935,68160.12199839998,0.0,1433.9575483887004,198.898946014154,285.93823,0.0,401.9540517500001,102.301524026,-4635.4986080670005,0.059558950000000006,2484.6849514789997,238.259575084251,800239.26,7769.7373,2050.8928,1066.9641,274928.99,0.0,8971.1367,1605.8911,175381.081203,35952.613161101006,8533.5356527,2031.063480054,-2505.0213,0.0,311.93771,30.390729,140210.69,32.710495,2695.34,982.4769,99102.151,0.0,7017.1171,586.41422,186007.319911,0.0,1667.76787475,151.36158010732998,56661.298,0.0,469.8945,26.328921
1844,2034209.3,141590.19,42564.98,8780.4959,393099.97422900004,0.0,18885.475025118503,2776.72780697366,834859.543,9317.0847,2666.65871,1303.687721,212898.3063167006,93628.02041374,3410.2266020380002,968.2403304039,160964.880400688,45.154831839399996,3008.1750566999995,1001.8884156920001,68893.02721899998,0.0,1458.5370741078,202.431914534663,289.01283,0.0,403.46919175,102.568873393,-4685.349173498,0.060265981999999996,2496.9581375035996,239.21602982771003,810371.82,9313.418,2113.4771,1094.5335,277885.21,0.0,8973.7004,1605.7425,179882.46977300002,38599.872486895,8553.457556,2033.143884636,-2531.957,0.0,312.24494,30.38268,141721.14,35.865964,2716.4464,989.5401,100167.77,0.0,7049.6826,588.7886,188007.39901099997,0.0,1682.00712764,152.58483275557,57270.56,0.0,477.77774,26.734363
1845,2069117.7,155394.19,42868.142,8842.262,397281.88863699994,0.0,18943.669887179407,2780.4706846434296,845624.7250000001,11216.4357,2741.55361,1337.765319,220988.04406708566,100182.77827137,3462.7724254612003,976.8261515327,162681.24995145397,49.616407107200004,3029.7527121,1008.939255856,69625.93135059999,0.0,1483.1012537779,205.94952186817406,292.08744,0.0,404.98363622,102.83553779399999,-4735.199950209001,0.060973014000000006,2509.2298456281005,240.17104029766696,820876.54,11212.769,2177.024,1121.8096,280841.44,0.0,8976.2636,1605.5933,187351.50566000002,43945.307413970004,8596.8179084,2035.491614408,-2558.8927,0.0,312.55208,30.374537,143231.97,39.409742,2737.5366,996.58717,101233.38,0.0,7082.2445,591.15944,190007.47631099998,0.0,1696.2451125,153.80679988141,57879.821,0.0,485.65971,27.13853
1846,2092724.2,157986.2,43078.272,8892.7967,401463.79298399994,0.0,19001.8559284862,2784.20482789854,856005.219,12745.4489,2814.65951,1371.417117,217795.47826297057,95887.43370208,3444.9584059357994,972.3215363086002,164398.18356553,54.635816274899994,3051.3141382999997,1015.9739255160001,70358.83579020001,0.0,1507.6500512988996,209.45175942259706,295.16205,0.0,406.49740354,103.10151511800001,-4785.0505477410015,0.061680045,2521.5001479222997,241.12460317292198,830970.73,12719.782,2238.7983,1148.6987,283797.66,0.0,8978.8262,1605.4436,195184.99401000002,49298.623648,8619.338681700001,2040.1678781900002,-2585.8284,0.0,312.85912,30.3663,144743.25,43.396601,2758.6106,1003.6181,102298.99,0.0,7114.8029,593.52675,192007.55661099998,0.0,1710.48178634,155.02747958465002,58489.082,0.0,493.54041,27.541424
1847,2128435.6,172613.2,43385.025,8955.9794,405645.717391,0.0,19060.0331181898,2787.9301749512792,867262.444,15114.1373,2890.49072,1404.7917739999998,227153.65223285553,103755.22623686,3506.1083552698997,982.4538060378001,166115.73721107398,60.28201430729999,3072.8595324000003,1022.9924346119999,71091.7401108,0.0,1532.1834940771002,212.93863538003194,298.23665,0.0,408.01048212,103.366806354,-4834.901235271999,0.062387077,2533.7689788164002,242.07671854469604,841958.88,15081.137,2303.3585,1175.3563,286753.89,0.0,8981.3882,1605.2934,201695.34681000002,53683.49039467,8656.837172000003,2043.176143372,-2612.7641,0.0,313.16607,30.357968,146255.02,47.881311,2779.6686,1010.6329,103364.61,0.0,7147.3578,595.89051,194007.63481099994,0.0,1724.71717217,156.24687176538998,59098.343,0.0,501.41983,27.943043
1848,2149518.7,174037.37,43595.241,9012.8601,409827.62160899997,0.0,19118.2016195162,2791.64667949837,877844.4,16837.486699999998,2963.58133,1437.7051199999999,234426.29858273955,109527.75117196,3553.4804616496,989.9927020592,167833.993837245,66.62396192070001,3094.3886964,1029.9948132040001,71824.64533040002,0.0,1556.7015675861999,216.41014103938895,301.31125999999995,0.0,409.52287645999996,103.63141151299999,-4884.751690793999,0.06309410900000001,2546.0363625900995,243.02738662476798,852271.76,16797.153,2365.221,1201.5955,289710.11,0.0,8983.9498,1605.1426,196337.4487,47605.44515964,8614.3602693,2042.9808059539996,-2639.6999,0.0,313.47293,30.349543,147767.35,52.918647,2800.7104,1017.6316,104430.22,0.0,7179.9091,598.25073,196007.713112,0.0,1738.95127897,157.46497742363,59707.605,0.0,509.29798,28.343388
1849,2179669.9,183749.35,43871.29,9071.8716,414009.546136,0.0,19176.3611909585,2795.35429803389,888134.775,18282.1661,3035.27253,1470.203055,242497.11565762456,116229.60982129001,3607.1269354992,998.6774064836002,169553.00772219998,73.7306136959,3115.9017292000003,1036.9809612029999,72557.54946100002,0.0,1581.2042869763004,219.86629691964802,304.38586,0.0,411.03458346,103.895330696,-4934.602356325001,0.06380114,2558.302305763701,243.976609529269,862293.06,18234.499,2425.727,1227.4622,292666.34,0.0,8986.5107,1604.9912,199540.38279,49163.780848509996,8632.8860728,2044.229674727,-2666.6356,0.0,313.77969,30.341023,149280.28,58.563379,2821.7361,1024.6141,105495.84,0.0,7212.4569,600.60741,198007.791312,0.0,1753.18409474,158.68179465935998,60316.866,0.0,517.17486,28.74246
1850,2040863.7,197041.19,44168.935,9132.2608,492704.76141,0.0,19234.517877850398,2799.0589764267997,654683.148,19866.1802,3107.1541100000004,1502.408446,254730.1535965095,122869.87580657,3660.3740223202,1007.3569987107,160270.800534098,81.670927221,3137.8400216,1043.9704707900003,74196.16243860003,0.0,1605.6681456022998,223.28358788064997,2293.49255,0.0,412.54646402,104.15942759100001,-3235.306287066999,0.064508171,2570.5775339219003,244.935111237127,621724.78,19807.513,2486.4443,1253.061,367786.83,0.0,8989.0712,1604.8393,206001.18021,54223.40166699001,8672.811636200002,2047.171024309,-2513.6315,0.0,314.10072,30.346764,140819.43,64.870279,2843.1239,1031.5992,106256.54,0.0,7245.001,602.96041,199219.276291,0.0,1767.42887249,159.9105562725,61180.615,0.0,525.05511,29.144904
1851,2014719.9,199482.45,44337.738,9148.2235,459793.38967199996,0.0,19220.1921738549,2790.601979751381,664935.896,24720.8913,3195.73575,1525.849999,248605.70842999534,116932.58954524001,3632.2419076386,992.9861054265,160271.26020835602,98.9693251888,3177.0302538999995,1056.13881199,73148.5871755,0.0,1630.4464521983998,224.4377591484551,2293.42277,0.0,414.13944484,104.423404175,-2393.9816557660015,0.065347695,2585.1632737016,246.45314603922503,632780.88,24651.224,2572.8176,1281.8062,336264.17,0.0,8912.3229,1590.7098,209776.88270000002,57729.92786846001,8697.362410500002,2045.778534725,-2515.32,0.0,315.20139,30.40515,140818.29,78.610198,2881.7313,1043.6204,105672.24,0.0,7272.7705,606.50541,198288.717221,0.0,1785.41012779,161.5476044357,60628.415,0.0,533.06333,29.608962
1852,2229120.8,208275.51,44573.432,9195.5603,425827.459277,0.0,19206.811608775202,2783.0897109465204,905136.778,26895.2441,3283.0547100000003,1557.5029430000002,248388.9445440801,116530.09289867002,3647.7497557366005,992.798350033,161240.852609104,130.149019886,3216.7726038,1068.437372226,72209.42475630001,0.0,1655.8304651657002,226.197647891494,2293.28312,0.0,415.73162973,104.68657950199999,-1968.583525886,0.06618721799999999,2601.0304441538,249.25265005042698,873178.4,26810.91,2650.0372,1310.8755,303002.88,0.0,8835.6998,1576.7053,217643.19884,64719.95754413,8743.0254324,2050.386498491,-2517.0517,0.0,316.30175,30.463198,141698.29,103.37587,2920.8574,1055.8008,105710.35,0.0,7300.561,610.07125,198349.421092,0.0,1803.40908215,163.2023518627,60133.362,0.0,541.07987,30.081334
1853,2233569.4,217992.73,44838.033,9249.0598,390542.45008099993,0.0,19193.585023439697,2775.73160871893,937243.232,30286.941600000002,3381.21962,1595.711916,248010.62469426586,115918.46378645,3662.3379103753,992.8707399252999,162267.38257507,169.2771570506,3256.6592239999995,1080.880004155,71367.67500260001,0.0,1681.4750450121003,228.21809498458,2293.14337,0.0,417.32300949,104.94895387099999,-2144.807312706,0.06702674,2616.8949301897997,252.04946310566297,905462.89,30184.274,2732.4006,1340.8024,268407.67,0.0,8759.2008,1562.8249,225523.09128000002,71617.98564106,8807.096180999999,2053.7677912189997,-2518.8268,0.0,317.40177,30.520906,142629.25,134.4549,2960.1258,1068.1233,105783.91,0.0,7328.3723,613.65806,198466.56654499995,0.0,1821.4259466899996,164.8750089706,59689.657,0.0,549.10482,30.562109
1854,2266737.8,256005.11,45270.334,9334.0457,354236.99995499995,0.0,19180.511193916,2768.526243431201,968342.25,33308.302800000005,3478.96158,1634.814597,272977.7327221516,139724.15114717,3834.5567607775006,1021.6232447075001,163344.63476099,210.42088405770002,3296.6915425999996,1093.468534809,70613.62651869998,0.0,1707.1362486487994,230.25516635373702,2293.00371,0.0,418.91358504000004,105.21052700400001,-1903.3093650860012,0.067866263,2632.8022439175993,254.88908830183604,936722.99,33183.635,2814.0772,1371.3629,232789.35,0.0,8682.8246,1549.0674,238218.22692,82762.16944628,8881.283757699997,2058.686399565,-2520.6018,0.0,318.50147,30.578274,143606.2,167.13489,2999.5379,1080.5897,105876.86,0.0,7356.2048,617.26594,198614.59496999998,0.0,1839.4609305299998,166.56578878059997,59292.181,0.0,557.13827,31.051394
1855,2262423.1,260740.49,45500.121,9379.7581,317152.17468200007,0.0,19167.560213975703,2761.443700984351,1000493.661,38339.015699999996,3584.93923,1675.065941,264189.4988287374,130894.7751284,3797.2897334480003,1012.8404264677998,164476.87794959,247.6473305062,3338.2167671,1106.2630613709998,69938.2208806,0.0,1732.8105081326999,232.30527526149802,2292.79428,0.0,420.50336455999997,105.471301189,-2469.3981193649984,0.06870578599999999,2648.7346029458,257.7537516663631,969019.72,38188.681,2903.8303,1402.9166,196387.52,0.0,8606.5702,1535.4317,247559.59197,91258.98959703003,8952.535362800001,2060.3335585029995,-2522.4201,0.0,319.60084,30.635303,144632.44,196.70343,3040.2586,1093.2578,105986.79,0.0,7384.0585,620.89504,198789.67464800001,0.0,1857.5142578100003,168.27490611820002,58936.16,0.0,565.17644,31.545391
1856,2301769.7,278269.96,45803.104,9443.9217,311208.8322320001,0.0,19154.78325977621,2754.535025317811,1027853.5530000001,40245.6993,3677.94949,1713.391358,274859.4405044222,140896.18018789997,3877.6007537531004,1023.1088077254001,165610.05751278,282.86511590480006,3377.2005873999997,1119.0898026360003,69334.01207859999,0.0,1759.2987282192998,235.16935536725305,2292.79428,0.0,422.09240395,105.731342707,-2341.6103853150007,0.069545309,2663.1528231710017,259.10429011261306,996510.15,40066.031,2980.0444,1431.9765,190517.63,0.0,8530.4367,1521.9167,253960.37858000005,96845.14071083999,8995.4222791,2063.78226651,-2524.022,0.0,320.69542,30.687524,145662.34,224.67651,3078.8004,1105.9606,106113.98,0.0,7411.9335,624.5455,198992.228048,0.0,1875.5866976399998,170.00313081450003,58617.668,0.0,573.16937,31.994157
