Year,SSP1-2.6 CO2 (ppm),SSP1-2.6 CH4 (ppb)
2292,396.5429992675781,864.4799194335938
2293,396.468994140625,864.4689331054688
2294,396.39599609375,864.4589233398438
2295,396.322998046875,864.4498901367188
2296,396.2510070800781,864.44091796875
2297,396.1780090332031,864.4338989257812
2298,396.1059875488281,864.4268798828125
2299,396.0339965820312,864.419921875
2300,395.9620056152344,864.4138793945312
2301,395.8900146484375,864.4078979492188
2302,395.8179931640625,864.4019165039062
2303,395.7470092773438,864.3969116210938
2304,395.6759948730469,864.3919067382812
2305,395.60400390625,864.3869018554688
2306,395.5329895019531,864.3818969726562
2307,395.4630126953125,864.3768920898438
2308,395.3919982910156,864.3718872070312
2309,395.3219909667969,864.3668823242188
2310,395.2510070800781,864.3618774414062
2311,395.1809997558594,864.35693359375
2312,395.1109924316406,864.3519287109375
2313,395.0419921875,864.3458862304688
2314,394.9719848632812,864.3408813476562
2315,394.9020080566406,864.3348999023438
2316,394.8330078125,864.3289184570312
2317,394.7640075683594,864.3228759765625
2318,394.6950073242188,864.31689453125
2319,394.6260070800781,864.3109130859375
2320,394.5570068359375,864.3038940429688
2321,394.489013671875,864.296875
2322,394.4200134277344,864.2899169921875
2323,394.3519897460938,864.2819213867188
2324,394.2839965820312,864.27392578125
2325,394.2160034179688,864.2659301757812
2326,394.1480102539062,864.2579345703125
2327,394.0799865722656,864.2489013671875
2328,394.0130004882812,864.2399291992188
2329,393.9450073242188,864.2299194335938
2330,393.8779907226562,864.2199096679688
2331,393.8099975585938,864.2098999023438
2332,393.7430114746094,864.1998901367188
2333,393.6759948730469,864.1889038085938
2334,393.6099853515625,864.1768798828125
2335,393.5429992675781,864.1649169921875
2336,393.4760131835938,864.1528930664062
2337,393.4100036621094,864.1409301757812
2338,393.3429870605469,864.1279296875
2339,393.2770080566406,864.1138916015625
2340,393.2109985351562,864.0999145507812
2341,393.1449890136719,864.0858764648438
2342,393.0790100097656,864.0709228515625
2343,393.0130004882812,864.054931640625
2344,392.9469909667969,864.0388793945312
2345,392.8810119628906,864.0228881835938
2346,392.8160095214844,864.0059204101562
2347,392.75,863.9879150390625
2348,392.6849975585938,863.9699096679688
2349,392.6199951171875,863.950927734375
2350,392.5539855957031,863.931884765625
2351,392.489013671875,863.9119262695312
2352,392.4240112304688,863.8919067382812
2353,392.3590087890625,863.8709106445312
2354,392.2940063476562,863.848876953125
2355,392.22900390625,863.825927734375
2356,392.1640014648438,863.8029174804688
2357,392.1000061035156,863.7789306640625
2358,392.0350036621094,863.7548828125
2359,391.9700012207031,863.7288818359375
2360,391.906005859375,863.702880859375
2361,391.8410034179688,863.6768798828125
2362,391.7770080566406,863.64892578125
2363,391.7120056152344,863.6229248046875
2364,391.6480102539062,863.596923828125
2365,391.5840148925781,863.5728759765625
2366,391.5199890136719,863.5529174804688
2367,391.4559936523438,863.534912109375
2368,391.3930053710938,863.5198974609375
2369,391.3290100097656,863.5059204101562
2370,391.2659912109375,863.4949340820312
2371,391.2030029296875,863.4859008789062
2372,391.1400146484375,863.4779052734375
2373,391.0780029296875,863.471923828125
2374,391.0150146484375,863.4669189453125
2375,390.9530029296875,863.462890625
2376,390.8909912109375,863.4608764648438
2377,390.8290100097656,863.4589233398438
2378,390.7669982910156,863.4578857421875
2379,390.7059936523438,863.4578857421875
2380,390.6440124511719,863.4578857421875
2381,390.5830078125,863.4589233398438
2382,390.5220031738281,863.4598999023438
2383,390.4609985351562,863.4619140625
2384,390.4010009765625,863.4649047851562
2385,390.3399963378906,863.4678955078125
2386,390.2799987792969,863.4708862304688
2387,390.218994140625,863.473876953125
2388,390.1589965820312,863.4779052734375
2389,390.0989990234375,863.48193359375
2390,390.0400085449219,863.4859008789062
2391,389.9800109863281,863.4899291992188
2392,389.9209899902344,863.493896484375
2393,389.8609924316406,863.4989013671875
2394,389.802001953125,863.5029296875
2395,389.7430114746094,863.5079345703125
2396,389.6839904785156,863.5128784179688
2397,389.625,863.5178833007812
2398,389.5669860839844,863.5228881835938
2399,389.5079956054688,863.5278930664062
2400,389.4500122070312,863.5328979492188
2401,389.3919982910156,863.5379028320312
2402,389.3340148925781,863.5429077148438
2403,389.2760009765625,863.5479125976562
2404,389.2179870605469,863.5529174804688
2405,389.1610107421875,863.5579223632812
2406,389.1029968261719,863.5639038085938
2407,389.0459899902344,863.5689086914062
2408,388.989013671875,863.5739135742188
2409,388.9320068359375,863.5789184570312
2410,388.875,863.5839233398438
2411,388.8179931640625,863.5889282226562
2412,388.7619934082031,863.5949096679688
2413,388.7049865722656,863.5999145507812
2414,388.6489868164062,863.6049194335938
2415,388.5929870605469,863.6099243164062
2416,388.5360107421875,863.6149291992188
2417,388.4800109863281,863.6199340820312
2418,388.4249877929688,863.6248779296875
2419,388.3689880371094,863.6298828125
2420,388.31298828125,863.6348876953125
2421,388.2579956054688,863.639892578125
2422,388.2019958496094,863.6448974609375
2423,388.1470031738281,863.64990234375
2424,388.0920104980469,863.6549072265625
2425,388.0369873046875,863.659912109375
2426,387.9819946289062,863.6638793945312
2427,387.9280090332031,863.6688842773438
2428,387.8729858398438,863.6738891601562
2429,387.8190002441406,863.6788940429688
2430,387.7640075683594,863.6829223632812
2431,387.7099914550781,863.6879272460938
2432,387.656005859375,863.6929321289062
2433,387.6019897460938,863.6968994140625
2434,387.5480041503906,863.701904296875
2435,387.4939880371094,863.7069091796875
2436,387.4410095214844,863.7108764648438
2437,387.3869934082031,863.7158813476562
2438,387.3340148925781,863.7199096679688
2439,387.2799987792969,863.7249145507812
2440,387.2269897460938,863.7288818359375
2441,387.1740112304688,863.73388671875
2442,387.1210021972656,863.7379150390625
2443,387.0679931640625,863.742919921875
2444,387.0159912109375,863.7468872070312
2445,386.9630126953125,863.7509155273438
2446,386.9110107421875,863.7559204101562
2447,386.8580017089844,863.7598876953125
2448,386.8059997558594,863.763916015625
2449,386.7539978027344,863.7678833007812
2450,386.7019958496094,863.7728881835938
2451,386.6499938964844,863.7769165039062
2452,386.5979919433594,863.7808837890625
2453,386.5459899902344,863.784912109375
2454,386.4949951171875,863.7888793945312
2455,386.4429931640625,863.7929077148438
2456,386.3919982910156,863.796875
2457,386.3399963378906,863.8009033203125
2458,386.2890014648438,863.805908203125
2459,386.2380065917969,863.8098754882812
2460,386.18701171875,863.8129272460938
2461,386.135986328125,863.81689453125
2462,386.0859985351562,863.8209228515625
2463,386.0350036621094,863.8248901367188
2464,385.9840087890625,863.8289184570312
2465,385.9339904785156,863.8328857421875
2466,385.8840026855469,863.8369140625
2467,385.8330078125,863.8408813476562
2468,385.7829895019531,863.8449096679688
2469,385.7330017089844,863.847900390625
2470,385.6830139160156,863.8519287109375
2471,385.6329956054688,863.8558959960938
2472,385.5840148925781,863.8599243164062
2473,385.5339965820312,863.8629150390625
2474,385.4840087890625,863.8668823242188
2475,385.4349975585938,863.8709106445312
2476,385.385986328125,863.8739013671875
2477,385.3359985351562,863.8779296875
2478,385.2869873046875,863.8818969726562
2479,385.2380065917969,863.8848876953125
2480,385.1889953613281,863.888916015625
2481,385.1400146484375,863.8919067382812
2482,385.0920104980469,863.8959350585938
2483,385.0429992675781,863.89892578125
2484,384.9949951171875,863.9028930664062
2485,384.9460144042969,863.9058837890625
2486,384.8980102539062,863.909912109375
2487,384.8489990234375,863.9129028320312
2488,384.8009948730469,863.9158935546875
2489,384.7529907226562,863.919921875
2490,384.7049865722656,863.9229125976562
2491,384.6570129394531,863.9268798828125
2492,384.6099853515625,863.929931640625
2493,384.56201171875,863.9329223632812
2494,384.5140075683594,863.9359130859375
2495,384.4670104980469,863.9398803710938
2496,384.4190063476562,863.9429321289062
2497,384.3720092773438,863.9459228515625
2498,384.3250122070312,863.9489135742188
2499,384.2779846191406,863.952880859375
2500,384.2539978027344,863.9539184570312
